window,day,gross_pnl,transaction_cost,net_pnl,trade_count,turnover,active_exposure_seconds,average_exposure,sequence,equity,running_max_equity,drawdown
W3,80,0.0030373489583811475,0.041,-0.037962651041618854,41,82.0,12300,0.5270148678178157,0,0.9620373489583811,0.9620373489583811,0.0
W3,81,0.0006571288887076143,0.041,-0.04034287111129239,41,82.0,12300,0.5270148678178157,1,0.9216944778470888,0.9620373489583811,-0.041934828367082067
W3,82,-0.0016873688432886835,0.041,-0.042687368843288685,41,82.0,12300,0.5270148678178157,2,0.8790071090038001,0.9620373489583811,-0.0863066699483962
W3,83,0.003051900457535117,0.041,-0.03794809954246489,41,82.0,12300,0.5270148678178157,3,0.8410590094613352,0.9620373489583811,-0.12575222742446734
W3,84,-0.006558596784553505,0.041,-0.047558596784553514,41,82.0,12300,0.5270148678178157,4,0.7935004126767817,0.9620373489583811,-0.17518751892956963
W3,85,0.0029344588832671548,0.041,-0.03806554111673285,41,82.0,12300,0.5270148678178157,5,0.7554348715600488,0.9620373489583811,-0.2147551523046639
