window,trades,gross_pnl,transaction_costs,net_pnl,turnover,entry_cost_bps,exit_cost_bps,fee_bps
W3,246,0.0014348715600488449,0.2460000000000001,-0.24456512843995126,492.0,5.0,5.0,0.0
