window,day,validation_observations,pearson_ic,spearman_ic,directional_accuracy,prediction_mean,prediction_std,target_mean,target_std,r2,mae,rmse,mean_daily_pearson_ic,median_daily_pearson_ic,std_daily_pearson_ic,mean_daily_spearman_ic,median_daily_spearman_ic,std_daily_spearman_ic,validation_days,positive_validation_day_fraction,positive_validation_days,negative_validation_days
W1,pooled,122420,0.03891226756075555,0.020275214105625026,0.48298480640418234,-1.702768792561024e-05,0.00014571883249616727,4.93904532325124e-05,0.0007741592834662021,-0.02814182228351325,0.00045898060039958373,0.0007849736255255053,0.060763428094790205,0.063962545371204,0.07736178093126622,0.05109776161260578,0.026528007639419655,0.07461036769007229,10,0.7,7,3
W2,pooled,84632,0.03175891279347658,-0.0010580636878999591,0.48011390490594574,1.1733602699269665e-05,0.00012743050700246355,-6.520117638199312e-06,0.0006348369942954607,-0.028369195528173297,0.0004450741809388544,0.0006437751229542538,0.04222923537887753,0.053564149316638394,0.11974543175414781,0.050138534950917926,0.036138308846519765,0.10622974001655755,10,0.6,6,4
W3,pooled,73452,0.07071228928810865,0.05573711326055607,0.5076512552415182,5.3533013293649875e-06,0.0001331084619609358,7.216797140338735e-05,0.000651090976085297,-0.023413553309762802,0.000435550082550464,0.0006586645682637204,0.07453603386290876,0.0795849358920025,0.08398207913900513,0.07526353870655816,0.08537999090416001,0.054164755237513226,6,0.6666666666666666,4,2
