day,validation_observations,pearson_ic,spearman_ic,directional_accuracy,prediction_mean,prediction_std,target_mean,target_std,r2,mae,rmse
45,12242,0.06327505285239414,0.03296289828043382,0.4994281980068616,-2.1738904042490297e-05,5.897635576366092e-05,-5.2791823443133006e-05,0.0004725103402419742,-0.004102770185103077,0.00036477489450090743,0.00047345931005668277
46,12242,0.21711702038914724,0.1415256394007925,0.49877471001470347,-5.217778031444749e-06,4.3241765227341957e-05,9.031417678117458e-05,0.000334712214573601,-0.04205969897282502,0.00024617005446686226,0.00034166470935256273
47,12242,0.09030886143157532,0.087576376609923,0.5152752818166966,3.565987626684532e-05,6.197317738527877e-05,5.883552954097139e-05,0.0003901197543567867,-7.255177944420765e-05,0.00029466392744434015,0.00039011797147694874
48,12242,-0.01605688035618675,-0.01452606565649958,0.4751674562979905,1.895235604208096e-05,6.600531828762656e-05,-2.9709393510138198e-05,0.00043766236703551224,-0.03995108902577971,0.00035282991146454683,0.00044630106506488807
49,12242,0.06465003789001385,-0.0021269958393490057,0.41194249305669006,-0.00012695013145893667,0.00020523813162571348,0.00027356085845273647,0.000861100181515999,-0.24234003870472476,0.0006969905659887599,0.0009597457181393844
50,12242,-0.03219254275291315,0.0007251188390253518,0.5035941839568698,8.327789138525549e-06,0.0001215018945574113,-6.28610190301887e-05,0.0004815267153628786,-0.10177304832361411,0.0003866947727647581,0.0005054156908047666
51,12242,0.08482258874110359,0.10786490133462541,0.5611828132658062,5.8739276417337744e-05,0.0003086728157875868,8.245521836480104e-05,0.001946205735017828,0.0016029132310605432,0.0012948639435488487,0.0019445658832295688
52,12242,0.1311041825078347,0.1820226510140323,0.43546806077438327,-2.4319685319011808e-05,4.2572478969249616e-05,5.268508332015332e-05,0.00022629281889044158,-0.10186913927873142,0.00018612159139075367,0.00023752976748914065
53,12242,0.030752309528360066,0.020093116998405488,0.49656918804116973,4.3673325005429593e-07,6.187785047866458e-05,5.4987023681898294e-05,0.00041146157477978953,-0.030944457388101698,0.0003400038626787729,0.0004177622363705924
54,12242,-0.026146349283426906,-0.045140024855331445,0.4324456788106519,-0.00011416641151906271,9.224374631884958e-05,2.6428878166848804e-05,0.0005000550169131913,-0.12273163578259627,0.00042669247974728714,0.0005298318116753284
