feature_i,feature_j,mean_abs_pearson,mean_abs_spearman,days_scored,expected_development_days,available_development_days,missing_development_days
PB4_T4,BB3_T7,0.7143077648683245,0.6830212670942404,70,85,70,15
PB4_T4,BB3_T8,0.5494529197458602,0.5154917227202733,70,85,70,15
PB4_T4,BB3_T9,0.4661225389493968,0.43417992915545844,70,85,70,15
PB4_T4,BB3_T10,0.37332729523650576,0.34556166954309886,70,85,70,15
PB4_T4,BB3_T11,0.34472984591328165,0.31910974282930515,70,85,70,15
PB4_T4,BB3_T12,0.2543492095053295,0.23974560011327997,70,85,70,15
PB4_T4,BB4_T1,0.1150076732546784,0.11693774262721934,70,85,70,15
PB4_T4,BB4_T2,0.10584582754529898,0.10708529393323056,70,85,70,15
PB4_T4,BB4_T3,0.07142454239583819,0.06983373557590516,70,85,70,15
PB4_T4,BB4_T4,0.041110380227965794,0.039241166512995564,70,85,70,15
PB4_T4,BB4_T5,0.05634846503328603,0.05691122072779579,70,85,70,15
PB4_T4,BB4_T6,0.06860279101157885,0.07211937229040362,70,85,70,15
PB4_T4,BB4_T7,0.09510670552906511,0.0997355769245031,70,85,70,15
PB4_T4,BB4_T8,0.10118807970979683,0.10457784856981626,70,85,70,15
PB4_T4,BB4_T9,0.10165621690018015,0.1035217039480658,70,85,70,15
PB4_T4,BB4_T10,0.09811062061535954,0.10063855224780624,70,85,70,15
PB4_T4,BB4_T11,0.09628694099453226,0.09852341452098011,70,85,70,15
PB4_T4,BB4_T12,0.09199532915883438,0.09223159361354104,70,85,70,15
PB4_T4,BB5_T1,0.11517121163638637,0.1171141040434816,70,85,70,15
PB4_T4,BB5_T2,0.10611102726556115,0.10761575612260008,70,85,70,15
PB4_T4,BB5_T3,0.07271824587391457,0.07139731202402666,70,85,70,15
PB4_T4,BB5_T4,0.04442544487123194,0.04072839946310382,70,85,70,15
PB4_T4,BB5_T5,0.043139054040955825,0.041293388694124356,70,85,70,15
PB4_T4,BB5_T6,0.05120283984549764,0.04921422415585647,70,85,70,15
PB4_T4,BB5_T7,0.08080836302044919,0.08456289035458357,70,85,70,15
PB4_T4,BB5_T8,0.09494892529526267,0.10025292726021275,70,85,70,15
PB4_T4,BB5_T9,0.09987991157909105,0.10530015606543766,70,85,70,15
PB4_T4,BB5_T10,0.10281781759854287,0.10814578252484043,70,85,70,15
PB4_T4,BB5_T11,0.10306855208474747,0.10794057031636621,70,85,70,15
PB4_T4,BB5_T12,0.10098350670989549,0.10293080657440236,70,85,70,15
PB4_T4,BB6_T1,0.1150076732546784,0.11693774262721934,70,85,70,15
PB4_T4,BB6_T2,0.10584582754529898,0.10708529393323056,70,85,70,15
PB4_T4,BB6_T3,0.07142454239583819,0.06983373557590516,70,85,70,15
PB4_T4,BB6_T4,0.041110380227965794,0.039241166512995564,70,85,70,15
PB4_T4,BB6_T5,0.05634846503328603,0.05691122072779579,70,85,70,15
PB4_T4,BB6_T6,0.06860279101157885,0.07211937229040362,70,85,70,15
PB4_T4,BB6_T7,0.09510670552906511,0.0997355769245031,70,85,70,15
PB4_T4,BB6_T8,0.10118807970979683,0.10457784856981626,70,85,70,15
PB4_T4,BB6_T9,0.10165621690018015,0.1035217039480658,70,85,70,15
PB4_T4,BB6_T10,0.09811062061535954,0.10063855224780624,70,85,70,15
PB4_T4,BB6_T11,0.09628694099453226,0.09852341452098011,70,85,70,15
PB4_T4,BB6_T12,0.09199532915883438,0.09223159361354104,70,85,70,15
PB4_T4,BB7_T1,0.11311280319159496,0.11550555585725356,70,85,70,15
PB4_T4,BB7_T2,0.10295070603987111,0.10484658290967629,70,85,70,15
PB4_T4,BB7_T3,0.06786738391372203,0.06647821742206388,70,85,70,15
PB4_T4,BB7_T4,0.044583571785569605,0.039224397479651674,70,85,70,15
PB4_T4,BB7_T5,0.06169534077762128,0.05914460433465951,70,85,70,15
PB4_T4,BB7_T6,0.07393388598290233,0.07349557674720307,70,85,70,15
PB4_T4,BB7_T7,0.09790340178665885,0.09946803152210064,70,85,70,15
PB4_T4,BB7_T8,0.10482174356009795,0.10544502815512462,70,85,70,15
PB4_T4,BB7_T9,0.10389887072853517,0.10162828644441134,70,85,70,15
PB4_T4,BB7_T10,0.0964768772538269,0.09404908495097059,70,85,70,15
PB4_T4,BB7_T11,0.09086146489553236,0.08945069186730575,70,85,70,15
PB4_T4,BB7_T12,0.07825311362240445,0.07544546131336743,70,85,70,15
PB4_T4,BB8_T1,0.11669122409358643,0.11748256521002039,70,85,70,15
PB4_T4,BB8_T2,0.1085563988944797,0.10836352033954487,70,85,70,15
PB4_T4,BB8_T3,0.07470955410183623,0.07200073806281512,70,85,70,15
PB4_T4,BB8_T4,0.04197655009829578,0.038841419354338665,70,85,70,15
PB4_T4,BB8_T5,0.052062347174374184,0.05449767003342332,70,85,70,15
PB4_T4,BB8_T6,0.0639044132699342,0.06915327596859383,70,85,70,15
PB4_T4,BB8_T7,0.08914368364487298,0.09357806259280237,70,85,70,15
PB4_T4,BB8_T8,0.0913396616029495,0.09405662187119677,70,85,70,15
PB4_T4,BB8_T9,0.09098412472681293,0.09362437299548264,70,85,70,15
PB4_T4,BB8_T10,0.0890009267324595,0.08909788667712018,70,85,70,15
PB4_T4,BB8_T11,0.08955823587894683,0.0877131123179244,70,85,70,15
PB4_T4,BB8_T12,0.09027098823921467,0.08855920965886248,70,85,70,15
PB4_T4,BB9_T1,0.09517919577122164,0.061655039194737214,70,85,70,15
PB4_T4,BB9_T2,0.1024472363574391,0.0690261352223004,70,85,70,15
PB4_T4,BB9_T3,0.11740949028628288,0.0617203478584642,70,85,70,15
PB4_T4,BB9_T4,0.1318417109185584,0.06441187654208425,70,85,70,15
PB4_T4,BB9_T5,0.12752639135593447,0.06756366119301978,70,85,70,15
PB4_T4,BB9_T6,0.1114286373193831,0.0643184268429186,70,85,70,15
PB4_T4,BB9_T7,0.0738670661504451,0.059291900067390345,70,85,70,15
PB4_T4,BB9_T8,0.05524633137943918,0.0516244732927304,70,85,70,15
PB4_T4,BB9_T9,0.049713291355525734,0.0501599903333548,70,85,70,15
PB4_T4,BB9_T10,0.049678486412865146,0.04833665203820328,70,85,70,15
PB4_T4,BB9_T11,0.054366937085424616,0.05112063645607308,70,85,70,15
PB4_T4,BB9_T12,0.05783241694757705,0.062420339229111894,70,85,70,15
PB4_T4,BB10_T1,0.17527171518914558,0.17971377298901625,70,85,70,15
PB4_T4,BB10_T2,0.2711024734802162,0.2804190880747724,70,85,70,15
PB4_T4,BB10_T3,0.48889755220631587,0.5178371293568881,70,85,70,15
PB4_T4,BB10_T4,0.7030359143163472,0.7744330973607966,70,85,70,15
PB4_T4,BB10_T5,0.7953484046055747,0.8719106820764555,70,85,70,15
PB4_T4,BB10_T6,0.810091833872748,0.8701169468181167,70,85,70,15
PB4_T4,BB10_T7,0.7169284715157056,0.7204613153083264,70,85,70,15
PB4_T4,BB10_T8,0.5805417185865825,0.5627350349551556,70,85,70,15
PB4_T4,BB10_T9,0.5041175004076487,0.47925799991915435,70,85,70,15
PB4_T4,BB10_T10,0.4095842217338352,0.38404490447995243,70,85,70,15
PB4_T4,BB10_T11,0.3794689077892461,0.35444992289552407,70,85,70,15
PB4_T4,BB10_T12,0.2852958481617667,0.26259799631560654,70,85,70,15
PB4_T4,BB11_T1,0.11410741377707555,0.1164795673038655,70,85,70,15
PB4_T4,BB11_T2,0.10455476459094833,0.10645001450665124,70,85,70,15
PB4_T4,BB11_T3,0.07125092751646074,0.06973399379967822,70,85,70,15
PB4_T4,BB11_T4,0.04330901533500182,0.038734846372219287,70,85,70,15
PB4_T4,BB11_T5,0.052127262650036296,0.0499142556992713,70,85,70,15
PB4_T4,BB11_T6,0.058128528488800124,0.05787539470094844,70,85,70,15
PB4_T4,BB11_T7,0.07725691189417828,0.07968521823897248,70,85,70,15
PB4_T4,BB11_T8,0.08519155954070587,0.0896617412085775,70,85,70,15
PB4_T4,BB11_T9,0.08674513971517499,0.08967858636231063,70,85,70,15
PB4_T4,BB11_T10,0.0822764895009917,0.08885355805322384,70,85,70,15
PB4_T4,BB11_T11,0.08061670727881329,0.08682134822829002,70,85,70,15
PB4_T4,BB11_T12,0.07706341848416756,0.084002345723135,70,85,70,15
PB4_T4,BB12_T1,0.11649338985500436,0.11772703516014782,70,85,70,15
PB4_T4,BB12_T2,0.10873894370403986,0.10914520503462391,70,85,70,15
PB4_T4,BB12_T3,0.07711695052250048,0.07467989742484928,70,85,70,15
PB4_T4,BB12_T4,0.04386253836789842,0.03988976075990853,70,85,70,15
PB4_T4,BB12_T5,0.044805270537134616,0.04682451360788834,70,85,70,15
PB4_T4,BB12_T6,0.049835851598274604,0.05382459376134038,70,85,70,15
PB4_T4,BB12_T7,0.06598834396756934,0.07331530066113505,70,85,70,15
PB4_T4,BB12_T8,0.07022337001256006,0.07813549416291721,70,85,70,15
PB4_T4,BB12_T9,0.07339201375017797,0.08350563773128636,70,85,70,15
PB4_T4,BB12_T10,0.07127427942428513,0.07878469201184675,70,85,70,15
PB4_T4,BB12_T11,0.07276983892612335,0.08059141072529888,70,85,70,15
PB4_T4,BB12_T12,0.07722377942691616,0.08419867052946683,70,85,70,15
PB4_T4,BB13_T1,0.11517121163638637,0.1171141040434816,70,85,70,15
PB4_T4,BB13_T2,0.10611102726556115,0.10761575612260008,70,85,70,15
PB4_T4,BB13_T3,0.07271824587391457,0.07139731202402666,70,85,70,15
PB4_T4,BB13_T4,0.04442544487123194,0.04072839946310382,70,85,70,15
PB4_T4,BB13_T5,0.043139054040955825,0.041293388694124356,70,85,70,15
PB4_T4,BB13_T6,0.05120283984549764,0.04921422415585647,70,85,70,15
PB4_T4,BB13_T7,0.08080836302044919,0.08456289035458357,70,85,70,15
PB4_T4,BB13_T8,0.09494892529526267,0.10025292726021275,70,85,70,15
PB4_T4,BB13_T9,0.09987991157909105,0.10530015606543766,70,85,70,15
PB4_T4,BB13_T10,0.10281781759854287,0.10814578252484043,70,85,70,15
PB4_T4,BB13_T11,0.10306855208474747,0.10794057031636621,70,85,70,15
PB4_T4,BB13_T12,0.10098350670989549,0.10293080657440236,70,85,70,15
PB4_T4,BB14_T1,0.11341433895433954,0.11584691136133297,70,85,70,15
PB4_T4,BB14_T2,0.10443938062530587,0.10637072733383716,70,85,70,15
PB4_T4,BB14_T3,0.07162396839488835,0.07033104006897324,70,85,70,15
PB4_T4,BB14_T4,0.04418374470775206,0.040240677425948584,70,85,70,15
PB4_T4,BB14_T5,0.043686709221261354,0.04148708092758251,70,85,70,15
PB4_T4,BB14_T6,0.05164140357764783,0.04935255637858413,70,85,70,15
PB4_T4,BB14_T7,0.08115196033090712,0.08492301618620311,70,85,70,15
PB4_T4,BB14_T8,0.09529534072890021,0.10065665688330597,70,85,70,15
PB4_T4,BB14_T9,0.10015938631329235,0.10549932628923138,70,85,70,15
PB4_T4,BB14_T10,0.10296959345690991,0.10826555891317122,70,85,70,15
PB4_T4,BB14_T11,0.10319643915652336,0.10804012344876056,70,85,70,15
PB4_T4,BB14_T12,0.10100458678631274,0.10300662955918945,70,85,70,15
PB4_T4,BB15_T1,0.11679030985878427,0.11789845722366803,70,85,70,15
PB4_T4,BB15_T2,0.107697413138884,0.10855992662808374,70,85,70,15
PB4_T4,BB15_T3,0.07377882530470267,0.07242838233052579,70,85,70,15
PB4_T4,BB15_T4,0.04472594103456157,0.041149314480405014,70,85,70,15
PB4_T4,BB15_T5,0.042632295842638564,0.04125763136504471,70,85,70,15
PB4_T4,BB15_T6,0.050760302062057394,0.049055801861285685,70,85,70,15
PB4_T4,BB15_T7,0.08047037321906188,0.08421328310843472,70,85,70,15
PB4_T4,BB15_T8,0.09459650373102796,0.09990727827775535,70,85,70,15
PB4_T4,BB15_T9,0.09959428502167776,0.10516126985082946,70,85,70,15
PB4_T4,BB15_T10,0.10265811777773283,0.10811547367689145,70,85,70,15
PB4_T4,BB15_T11,0.10293277494430027,0.1078372988315641,70,85,70,15
PB4_T4,BB15_T12,0.10095157847699587,0.10281286517899652,70,85,70,15
PB4_T4,BB16,0.08261736234542559,0.07368601281051639,70,85,70,15
PB4_T4,BB17,0.08138108997934862,0.07488610786970241,70,85,70,15
PB4_T4,BB18,0.085664446357915,0.07823404106137281,70,85,70,15
PB4_T4,BB19,0.08040643586150144,0.0785702256253065,70,85,70,15
PB4_T4,BB20,0.08466032846466261,0.08282862877458591,70,85,70,15
PB4_T4,BB21,0.0864444036293362,0.08796374758888695,70,85,70,15
PB4_T4,BB22,0.08610219898499559,0.08550215949351894,70,85,70,15
PB4_T4,BB23,0.777813340321987,0.7483865817356818,70,85,70,15
PB4_T4,BB24,0.8151227158458022,0.7883420224296485,70,85,70,15
PB4_T4,BB25,0.04928399949864526,0.03174601432307782,70,85,70,15
PB4_T4,BB26,0.1516813727644945,0.14919029799473463,70,85,70,15
PB4_T5,PB4_T6,0.8635045286548597,0.8362140178356062,70,85,70,15
PB4_T5,PB4_T7,0.5459045574438183,0.5130573048263333,70,85,70,15
PB4_T5,PB4_T8,0.3839736965377673,0.35955663429747364,70,85,70,15
PB4_T5,PB4_T9,0.3174881755814946,0.3025582064654459,70,85,70,15
PB4_T5,PB4_T10,0.23962882472501243,0.224351914951433,70,85,70,15
PB4_T5,PB4_T11,0.22124649245646327,0.20813064761293978,70,85,70,15
PB4_T5,PB4_T12,0.15043968844287248,0.15180222141541533,70,85,70,15
PB4_T5,PB5_T1,0.23895634132099466,0.20971202953321214,70,85,70,15
PB4_T5,PB5_T2,0.336278950651439,0.3018431481191738,70,85,70,15
PB4_T5,PB5_T3,0.5800495295869251,0.5392394974685222,70,85,70,15
PB4_T5,PB5_T4,0.8138685014613409,0.7813934542182588,70,85,70,15
PB4_T5,PB5_T5,0.9999997148516757,1.0,70,85,70,15
PB4_T5,PB5_T6,0.863502151658595,0.8362140178356062,70,85,70,15
PB4_T5,PB5_T7,0.5458863768446284,0.5130573048263333,70,85,70,15
PB4_T5,PB5_T8,0.3839519994163418,0.35955663429747364,70,85,70,15
PB4_T5,PB5_T9,0.31745959632782467,0.3025582064654459,70,85,70,15
PB4_T5,PB5_T10,0.23959651443740967,0.224351914951433,70,85,70,15
PB4_T5,PB5_T11,0.22122321475260315,0.20813064761293978,70,85,70,15
PB4_T5,PB5_T12,0.1504014932327252,0.15180222141541533,70,85,70,15
PB4_T5,PB6_T1,0.38414273584864067,0.3485791066546482,70,85,70,15
PB4_T5,PB6_T2,0.5443556285237461,0.5059056517346077,70,85,70,15
PB4_T5,PB6_T3,0.8807942476632893,0.8629068337848906,70,85,70,15
PB4_T5,PB6_T4,0.7729711532793975,0.7441856676849441,70,85,70,15
PB4_T5,PB6_T5,0.528813947272804,0.498185806836818,70,85,70,15
PB4_T5,PB6_T6,0.35458122238886186,0.3320200089783076,70,85,70,15
PB4_T5,PB6_T7,0.07618938565429702,0.06642047623722702,70,85,70,15
PB4_T5,PB6_T8,0.06863050107307618,0.06521508548070211,70,85,70,15
PB4_T5,PB6_T9,0.06592350950536319,0.06856073799558195,70,85,70,15
PB4_T5,PB6_T10,0.06931376123553383,0.07345386822526577,70,85,70,15
PB4_T5,PB6_T11,0.07495731194321519,0.07683506040135035,70,85,70,15
PB4_T5,PB6_T12,0.09237632912795127,0.09210074429199493,70,85,70,15
PB4_T5,PB7_T1,0.14498348187210933,0.14877336763073828,70,85,70,15
PB4_T5,PB7_T2,0.22148066395869997,0.22755073474987253,70,85,70,15
PB4_T5,PB7_T3,0.4011105626256302,0.41777382685595166,70,85,70,15
PB4_T5,PB7_T4,0.5729848024252508,0.6108925423315773,70,85,70,15
