feature,family,horizon_if_applicable,development_evidence,development_screen_status,eligible_for_ml,reason,mean_pearson_ic,pearson_pct_same_sign,pearson_fdr_reject,pearson_fdr_qvalue,days_scored
BB10_T1,BB,1,"{""mean_pearson_ic"": -0.0150388257138987, ""pearson_fdr_qvalue"": 1.935487741502304e-09, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.8857142857142857}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0150388257138987,0.8857142857142857,True,1.935487741502304e-09,70
BB10_T10,BB,1,"{""mean_pearson_ic"": -0.0049708332332171, ""pearson_fdr_qvalue"": 3.1053485844062944e-06, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.7285714285714285}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0049708332332171,0.7285714285714285,True,3.1053485844062944e-06,70
BB10_T11,BB,1,"{""mean_pearson_ic"": -0.0045780357690649, ""pearson_fdr_qvalue"": 1.8124750108177345e-05, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.7571428571428571}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0045780357690649,0.7571428571428571,True,1.8124750108177345e-05,70
BB10_T12,BB,1,"{""mean_pearson_ic"": -0.0045874600965775, ""pearson_fdr_qvalue"": 5.2898318475138535e-05, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.7714285714285715}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0045874600965775,0.7714285714285715,True,5.2898318475138535e-05,70
BB10_T2,BB,1,"{""mean_pearson_ic"": -0.013742314758648, ""pearson_fdr_qvalue"": 5.368581135049216e-09, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.8571428571428571}",excluded,False,abs(mean_pearson_ic)<0.05,-0.013742314758648,0.8571428571428571,True,5.368581135049216e-09,70
BB10_T3,BB,1,"{""mean_pearson_ic"": -0.0116459795720224, ""pearson_fdr_qvalue"": 1.3590768727448427e-09, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.8428571428571429}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0116459795720224,0.8428571428571429,True,1.3590768727448427e-09,70
BB10_T4,BB,1,"{""mean_pearson_ic"": -0.0101813088089016, ""pearson_fdr_qvalue"": 3.4379007831311957e-10, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.8142857142857143}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0101813088089016,0.8142857142857143,True,3.4379007831311957e-10,70
BB10_T5,BB,1,"{""mean_pearson_ic"": -0.0089643714658112, ""pearson_fdr_qvalue"": 1.001310091065299e-09, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.8}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0089643714658112,0.8,True,1.001310091065299e-09,70
BB10_T6,BB,1,"{""mean_pearson_ic"": -0.0080129100682777, ""pearson_fdr_qvalue"": 8.441976327741998e-09, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.7857142857142857}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0080129100682777,0.7857142857142857,True,8.441976327741998e-09,70
BB10_T7,BB,1,"{""mean_pearson_ic"": -0.0058856767582295, ""pearson_fdr_qvalue"": 1.3604681539493267e-06, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.8}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0058856767582295,0.8,True,1.3604681539493267e-06,70
BB10_T8,BB,1,"{""mean_pearson_ic"": -0.0054566373707111, ""pearson_fdr_qvalue"": 1.1922139429612509e-06, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.7714285714285715}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0054566373707111,0.7714285714285715,True,1.1922139429612509e-06,70
BB10_T9,BB,1,"{""mean_pearson_ic"": -0.0048208759253746, ""pearson_fdr_qvalue"": 8.527706523975848e-06, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.7}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0048208759253746,0.7,True,8.527706523975848e-06,70
BB11_T1,BB,1,"{""mean_pearson_ic"": -0.0119564943400107, ""pearson_fdr_qvalue"": 3.05149185205508e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0119564943400107,0.9285714285714286,True,3.05149185205508e-21,70
BB11_T10,BB,1,"{""mean_pearson_ic"": -0.0093852319588328, ""pearson_fdr_qvalue"": 1.5911869819750917e-18, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0093852319588328,0.9285714285714286,True,1.5911869819750917e-18,70
BB11_T11,BB,1,"{""mean_pearson_ic"": -0.0096197226463228, ""pearson_fdr_qvalue"": 4.409704961491316e-18, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9142857142857144}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0096197226463228,0.9142857142857144,True,4.409704961491316e-18,70
BB11_T12,BB,1,"{""mean_pearson_ic"": -0.0097788547349754, ""pearson_fdr_qvalue"": 2.5930228543353433e-19, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9428571428571428}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0097788547349754,0.9428571428571428,True,2.5930228543353433e-19,70
BB11_T2,BB,1,"{""mean_pearson_ic"": -0.0117870059723711, ""pearson_fdr_qvalue"": 3.171397408042586e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0117870059723711,0.9285714285714286,True,3.171397408042586e-21,70
BB11_T3,BB,1,"{""mean_pearson_ic"": -0.0113973856822026, ""pearson_fdr_qvalue"": 3.9510857460263655e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9142857142857144}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0113973856822026,0.9142857142857144,True,3.9510857460263655e-21,70
BB11_T4,BB,1,"{""mean_pearson_ic"": -0.0113098245583145, ""pearson_fdr_qvalue"": 3.201543032580649e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0113098245583145,0.9285714285714286,True,3.201543032580649e-21,70
BB11_T5,BB,1,"{""mean_pearson_ic"": -0.0112061106134386, ""pearson_fdr_qvalue"": 5.239267774233748e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0112061106134386,0.9285714285714286,True,5.239267774233748e-21,70
BB11_T6,BB,1,"{""mean_pearson_ic"": -0.0111059415898201, ""pearson_fdr_qvalue"": 3.171397408042586e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0111059415898201,0.9285714285714286,True,3.171397408042586e-21,70
BB11_T7,BB,1,"{""mean_pearson_ic"": -0.0107714195296259, ""pearson_fdr_qvalue"": 2.916286186502317e-20, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0107714195296259,0.9285714285714286,True,2.916286186502317e-20,70
BB11_T8,BB,1,"{""mean_pearson_ic"": -0.0103947151918667, ""pearson_fdr_qvalue"": 6.25332285415967e-19, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0103947151918667,0.9285714285714286,True,6.25332285415967e-19,70
BB11_T9,BB,1,"{""mean_pearson_ic"": -0.0102730667323946, ""pearson_fdr_qvalue"": 4.434961333985393e-19, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0102730667323946,0.9285714285714286,True,4.434961333985393e-19,70
BB12_T1,BB,1,"{""mean_pearson_ic"": -0.0119465705913041, ""pearson_fdr_qvalue"": 3.1258946082149716e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0119465705913041,0.9285714285714286,True,3.1258946082149716e-21,70
BB12_T10,BB,1,"{""mean_pearson_ic"": -0.0094192881488271, ""pearson_fdr_qvalue"": 4.2049953731626204e-20, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0094192881488271,0.9285714285714286,True,4.2049953731626204e-20,70
BB12_T11,BB,1,"{""mean_pearson_ic"": -0.0096600620962582, ""pearson_fdr_qvalue"": 5.816154993794892e-20, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9428571428571428}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0096600620962582,0.9428571428571428,True,5.816154993794892e-20,70
BB12_T12,BB,1,"{""mean_pearson_ic"": -0.009996187515367, ""pearson_fdr_qvalue"": 7.80475191900115e-20, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.009996187515367,0.9285714285714286,True,7.80475191900115e-20,70
BB12_T2,BB,1,"{""mean_pearson_ic"": -0.0118721803051823, ""pearson_fdr_qvalue"": 3.2999494311362193e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0118721803051823,0.9285714285714286,True,3.2999494311362193e-21,70
BB12_T3,BB,1,"{""mean_pearson_ic"": -0.0115692080182134, ""pearson_fdr_qvalue"": 4.1788877696121625e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0115692080182134,0.9285714285714286,True,4.1788877696121625e-21,70
BB12_T4,BB,1,"{""mean_pearson_ic"": -0.0115145808453783, ""pearson_fdr_qvalue"": 3.1191825066201304e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9428571428571428}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0115145808453783,0.9428571428571428,True,3.1191825066201304e-21,70
BB12_T5,BB,1,"{""mean_pearson_ic"": -0.0114491627570125, ""pearson_fdr_qvalue"": 3.1624675178459957e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0114491627570125,0.9285714285714286,True,3.1624675178459957e-21,70
BB12_T6,BB,1,"{""mean_pearson_ic"": -0.0113216546518501, ""pearson_fdr_qvalue"": 1.6858618396527945e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0113216546518501,0.9285714285714286,True,1.6858618396527945e-21,70
BB12_T7,BB,1,"{""mean_pearson_ic"": -0.0109033732372086, ""pearson_fdr_qvalue"": 2.6864733658249034e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0109033732372086,0.9285714285714286,True,2.6864733658249034e-21,70
BB12_T8,BB,1,"{""mean_pearson_ic"": -0.0104411131849861, ""pearson_fdr_qvalue"": 3.197077581381875e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0104411131849861,0.9285714285714286,True,3.197077581381875e-21,70
BB12_T9,BB,1,"{""mean_pearson_ic"": -0.009960022142708, ""pearson_fdr_qvalue"": 1.2020270119560014e-20, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.009960022142708,0.9285714285714286,True,1.2020270119560014e-20,70
BB13_T1,BB,1,"{""mean_pearson_ic"": -0.0120114354703833, ""pearson_fdr_qvalue"": 3.1191825066201304e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0120114354703833,0.9285714285714286,True,3.1191825066201304e-21,70
BB13_T10,BB,1,"{""mean_pearson_ic"": -0.0101634195389709, ""pearson_fdr_qvalue"": 8.934049966944713e-20, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9428571428571428}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0101634195389709,0.9428571428571428,True,8.934049966944713e-20,70
BB13_T11,BB,1,"{""mean_pearson_ic"": -0.010411251014856, ""pearson_fdr_qvalue"": 2.1717928299928273e-19, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9428571428571428}",excluded,False,abs(mean_pearson_ic)<0.05,-0.010411251014856,0.9428571428571428,True,2.1717928299928273e-19,70
BB13_T12,BB,1,"{""mean_pearson_ic"": -0.0107112922940327, ""pearson_fdr_qvalue"": 3.746280937667443e-20, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0107112922940327,0.9285714285714286,True,3.746280937667443e-20,70
BB13_T2,BB,1,"{""mean_pearson_ic"": -0.011842792526376, ""pearson_fdr_qvalue"": 3.171397408042586e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.011842792526376,0.9285714285714286,True,3.171397408042586e-21,70
BB13_T3,BB,1,"{""mean_pearson_ic"": -0.0115001758883301, ""pearson_fdr_qvalue"": 3.754050142413147e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0115001758883301,0.9285714285714286,True,3.754050142413147e-21,70
BB13_T4,BB,1,"{""mean_pearson_ic"": -0.0113840801854553, ""pearson_fdr_qvalue"": 3.1191825066201304e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0113840801854553,0.9285714285714286,True,3.1191825066201304e-21,70
BB13_T5,BB,1,"{""mean_pearson_ic"": -0.0113603890818915, ""pearson_fdr_qvalue"": 3.3517393560520508e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0113603890818915,0.9285714285714286,True,3.3517393560520508e-21,70
BB13_T6,BB,1,"{""mean_pearson_ic"": -0.0112559760315396, ""pearson_fdr_qvalue"": 2.6864733658249034e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0112559760315396,0.9285714285714286,True,2.6864733658249034e-21,70
BB13_T7,BB,1,"{""mean_pearson_ic"": -0.0108608312507414, ""pearson_fdr_qvalue"": 3.581063363416904e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9142857142857144}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0108608312507414,0.9142857142857144,True,3.581063363416904e-21,70
BB13_T8,BB,1,"{""mean_pearson_ic"": -0.0106817218526041, ""pearson_fdr_qvalue"": 1.2710513081335062e-20, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0106817218526041,0.9285714285714286,True,1.2710513081335062e-20,70
BB13_T9,BB,1,"{""mean_pearson_ic"": -0.0105595314792232, ""pearson_fdr_qvalue"": 2.946134298737336e-20, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9428571428571428}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0105595314792232,0.9428571428571428,True,2.946134298737336e-20,70
BB14_T1,BB,1,"{""mean_pearson_ic"": -0.0119973102975603, ""pearson_fdr_qvalue"": 3.1191825066201304e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0119973102975603,0.9285714285714286,True,3.1191825066201304e-21,70
BB14_T10,BB,1,"{""mean_pearson_ic"": -0.0101675464813102, ""pearson_fdr_qvalue"": 8.913939438912348e-20, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9428571428571428}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0101675464813102,0.9428571428571428,True,8.913939438912348e-20,70
BB14_T11,BB,1,"{""mean_pearson_ic"": -0.0104142675219742, ""pearson_fdr_qvalue"": 1.9623904520927445e-19, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9428571428571428}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0104142675219742,0.9428571428571428,True,1.9623904520927445e-19,70
BB14_T12,BB,1,"{""mean_pearson_ic"": -0.0107230516706831, ""pearson_fdr_qvalue"": 4.1207319291564744e-20, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0107230516706831,0.9285714285714286,True,4.1207319291564744e-20,70
BB14_T2,BB,1,"{""mean_pearson_ic"": -0.0118116904507575, ""pearson_fdr_qvalue"": 3.171397408042586e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0118116904507575,0.9285714285714286,True,3.171397408042586e-21,70
BB14_T3,BB,1,"{""mean_pearson_ic"": -0.0114646345922766, ""pearson_fdr_qvalue"": 3.627200149952719e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0114646345922766,0.9285714285714286,True,3.627200149952719e-21,70
BB14_T4,BB,1,"{""mean_pearson_ic"": -0.0113639628120682, ""pearson_fdr_qvalue"": 3.1258946082149716e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0113639628120682,0.9285714285714286,True,3.1258946082149716e-21,70
BB14_T5,BB,1,"{""mean_pearson_ic"": -0.011362726734344, ""pearson_fdr_qvalue"": 3.570791193399365e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.011362726734344,0.9285714285714286,True,3.570791193399365e-21,70
BB14_T6,BB,1,"{""mean_pearson_ic"": -0.0112652283350506, ""pearson_fdr_qvalue"": 2.6864733658249034e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0112652283350506,0.9285714285714286,True,2.6864733658249034e-21,70
BB14_T7,BB,1,"{""mean_pearson_ic"": -0.0108793597831699, ""pearson_fdr_qvalue"": 3.7539181703331414e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9142857142857144}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0108793597831699,0.9142857142857144,True,3.7539181703331414e-21,70
BB14_T8,BB,1,"{""mean_pearson_ic"": -0.0106793682182768, ""pearson_fdr_qvalue"": 1.3643636133526226e-20, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0106793682182768,0.9285714285714286,True,1.3643636133526226e-20,70
BB14_T9,BB,1,"{""mean_pearson_ic"": -0.0105682379437344, ""pearson_fdr_qvalue"": 2.946134298737336e-20, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9428571428571428}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0105682379437344,0.9428571428571428,True,2.946134298737336e-20,70
BB15_T1,BB,1,"{""mean_pearson_ic"": -0.0120019969575726, ""pearson_fdr_qvalue"": 3.1191825066201304e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0120019969575726,0.9285714285714286,True,3.1191825066201304e-21,70
BB15_T10,BB,1,"{""mean_pearson_ic"": -0.010163066607845, ""pearson_fdr_qvalue"": 8.969794943120578e-20, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9428571428571428}",excluded,False,abs(mean_pearson_ic)<0.05,-0.010163066607845,0.9428571428571428,True,8.969794943120578e-20,70
BB15_T11,BB,1,"{""mean_pearson_ic"": -0.010406818214511, ""pearson_fdr_qvalue"": 1.8577399597771449e-19, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9428571428571428}",excluded,False,abs(mean_pearson_ic)<0.05,-0.010406818214511,0.9428571428571428,True,1.8577399597771449e-19,70
BB15_T12,BB,1,"{""mean_pearson_ic"": -0.010730331240457, ""pearson_fdr_qvalue"": 3.8677282219159294e-20, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.010730331240457,0.9285714285714286,True,3.8677282219159294e-20,70
BB15_T2,BB,1,"{""mean_pearson_ic"": -0.0118670874294073, ""pearson_fdr_qvalue"": 3.15558365664328e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0118670874294073,0.9285714285714286,True,3.15558365664328e-21,70
BB15_T3,BB,1,"{""mean_pearson_ic"": -0.0115190856620694, ""pearson_fdr_qvalue"": 3.3517393560520508e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0115190856620694,0.9285714285714286,True,3.3517393560520508e-21,70
BB15_T4,BB,1,"{""mean_pearson_ic"": -0.0113989910225625, ""pearson_fdr_qvalue"": 3.1191825066201304e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0113989910225625,0.9285714285714286,True,3.1191825066201304e-21,70
BB15_T5,BB,1,"{""mean_pearson_ic"": -0.0113897399940014, ""pearson_fdr_qvalue"": 3.3235728088246885e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0113897399940014,0.9285714285714286,True,3.3235728088246885e-21,70
BB15_T6,BB,1,"{""mean_pearson_ic"": -0.0112777730356743, ""pearson_fdr_qvalue"": 2.5769542794597067e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0112777730356743,0.9285714285714286,True,2.5769542794597067e-21,70
BB15_T7,BB,1,"{""mean_pearson_ic"": -0.0108682238330962, ""pearson_fdr_qvalue"": 3.3765143171409377e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9142857142857144}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0108682238330962,0.9142857142857144,True,3.3765143171409377e-21,70
BB15_T8,BB,1,"{""mean_pearson_ic"": -0.0106650516580596, ""pearson_fdr_qvalue"": 1.2020270119560014e-20, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0106650516580596,0.9285714285714286,True,1.2020270119560014e-20,70
BB15_T9,BB,1,"{""mean_pearson_ic"": -0.0105587559361987, ""pearson_fdr_qvalue"": 2.794214296434032e-20, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9428571428571428}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0105587559361987,0.9428571428571428,True,2.794214296434032e-20,70
BB16,BB,1,"{""mean_pearson_ic"": -0.0113804987977537, ""pearson_fdr_qvalue"": 1.7140772967479858e-20, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0113804987977537,0.9285714285714286,True,1.7140772967479858e-20,70
BB17,BB,1,"{""mean_pearson_ic"": -0.0115589033422086, ""pearson_fdr_qvalue"": 5.056558267427952e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9428571428571428}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0115589033422086,0.9428571428571428,True,5.056558267427952e-21,70
BB18,BB,1,"{""mean_pearson_ic"": -0.0107709527214943, ""pearson_fdr_qvalue"": 2.4789897919785106e-17, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0107709527214943,0.9285714285714286,True,2.4789897919785106e-17,70
BB19,BB,1,"{""mean_pearson_ic"": -0.0089856071146297, ""pearson_fdr_qvalue"": 4.065468879475034e-17, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0089856071146297,0.9285714285714286,True,4.065468879475034e-17,70
BB1_T1,BB,1,"{""mean_pearson_ic"": -0.0120020403356965, ""pearson_fdr_qvalue"": 3.1191825066201304e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0120020403356965,0.9285714285714286,True,3.1191825066201304e-21,70
BB1_T10,BB,1,"{""mean_pearson_ic"": -0.0099603120376867, ""pearson_fdr_qvalue"": 5.397641834097036e-20, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9428571428571428}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0099603120376867,0.9428571428571428,True,5.397641834097036e-20,70
BB1_T11,BB,1,"{""mean_pearson_ic"": -0.009857539301568, ""pearson_fdr_qvalue"": 7.870174196594197e-20, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9428571428571428}",excluded,False,abs(mean_pearson_ic)<0.05,-0.009857539301568,0.9428571428571428,True,7.870174196594197e-20,70
BB1_T12,BB,1,"{""mean_pearson_ic"": -0.0096774641500989, ""pearson_fdr_qvalue"": 4.472654151732151e-19, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9428571428571428}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0096774641500989,0.9428571428571428,True,4.472654151732151e-19,70
BB1_T2,BB,1,"{""mean_pearson_ic"": -0.0118754980503076, ""pearson_fdr_qvalue"": 3.346731054896646e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0118754980503076,0.9285714285714286,True,3.346731054896646e-21,70
BB1_T3,BB,1,"{""mean_pearson_ic"": -0.0116142280381849, ""pearson_fdr_qvalue"": 3.892107184112801e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0116142280381849,0.9285714285714286,True,3.892107184112801e-21,70
BB1_T4,BB,1,"{""mean_pearson_ic"": -0.0114720152507708, ""pearson_fdr_qvalue"": 4.0569962031655016e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9285714285714286}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0114720152507708,0.9285714285714286,True,4.0569962031655016e-21,70
BB1_T5,BB,1,"{""mean_pearson_ic"": -0.0113442336820203, ""pearson_fdr_qvalue"": 3.6624661047490105e-21, ""pearson_fdr_reject"": true, ""pearson_pct_same_sign"": 0.9428571428571428}",excluded,False,abs(mean_pearson_ic)<0.05,-0.0113442336820203,0.9428571428571428,True,3.6624661047490105e-21,70
